PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	3PM	3PA	FTM	FTA	REB	AST	STL	BLK	+/-
Patty Mills	SAS	SAS vs. NYK	10/23/2019	W	16	8	3	11	2	6	0	0	2	2	2	0	8
Frank Ntilikina	NYK	NYK @ SAS	10/23/2019	L	3	0	0	1	0	0	0	0	0	0	1	0	-6
Wayne Ellington	NYK	NYK @ SAS	10/23/2019	L	13	3	1	4	1	4	0	0	1	1	0	1	-13
Kevin Knox II	NYK	NYK @ SAS	10/23/2019	L	21	13	5	9	3	4	0	0	5	0	0	0	-11
Rudy Gay	SAS	SAS vs. NYK	10/23/2019	W	20	13	4	9	0	4	5	5	6	3	1	1	3
Taj Gibson	NYK	NYK @ SAS	10/23/2019	L	15	2	1	5	0	1	0	0	4	0	0	0	-4
Dejounte Murray	SAS	SAS vs. NYK	10/23/2019	W	24	18	7	10	1	1	3	3	8	6	3	0	9
Julius Randle	NYK	NYK @ SAS	10/23/2019	L	35	25	10	18	1	4	4	6	11	6	3	0	6
Marco Belinelli	SAS	SAS vs. NYK	10/23/2019	W	18	3	1	2	0	1	1	2	1	1	0	0	2
Derrick White	SAS	SAS vs. NYK	10/23/2019	W	22	9	3	6	0	0	3	5	2	3	0	0	2
Kemba Walker	BOS	BOS @ PHI	10/23/2019	L	34	12	4	18	1	6	3	4	2	2	0	0	-16
Marcus Smart	BOS	BOS @ PHI	10/23/2019	L	33	4	2	7	0	4	0	0	4	8	0	0	-13
Enes Kanter	BOS	BOS @ PHI	10/23/2019	L	25	12	5	8	0	1	2	7	6	2	0	0	-12
Mike Scott	PHI	PHI vs. BOS	10/23/2019	W	16	6	2	7	0	3	2	2	6	1	0	0	3
Jaylen Brown	BOS	BOS @ PHI	10/23/2019	L	21	8	3	6	1	2	1	3	7	0	1	0	-12
Furkan Korkmaz	PHI	PHI vs. BOS	10/23/2019	W	19	3	1	2	1	1	0	0	4	0	0	0	3
Joel Embiid	PHI	PHI vs. BOS	10/23/2019	W	23	15	5	14	1	4	4	8	13	3	0	3	16
Jayson Tatum	BOS	BOS @ PHI	10/23/2019	L	37	21	8	22	4	8	1	3	10	2	2	0	-4
James Ennis III	PHI	PHI vs. BOS	10/23/2019	W	17	3	0	3	0	2	3	4	6	0	0	0	-12
Josh Richardson	PHI	PHI vs. BOS	10/23/2019	W	33	17	4	12	0	4	9	9	6	2	1	2	22
Gordon Hayward	BOS	BOS @ PHI	10/23/2019	L	35	25	8	15	0	0	9	11	5	2	0	0	-11
Brad Wanamaker	BOS	BOS @ PHI	10/23/2019	L	6	0	0	2	0	0	0	0	0	1	0	0	0
Semi Ojeleye	BOS	BOS @ PHI	10/23/2019	L	10	0	0	1	0	1	0	0	1	0	0	0	-1
Daniel Theis	BOS	BOS @ PHI	10/23/2019	L	10	3	0	1	0	1	3	4	1	0	0	1	-7
Carsen Edwards	BOS	BOS @ PHI	10/23/2019	L	11	3	1	5	1	3	0	0	1	0	0	0	-1
Robert Williams III	BOS	BOS @ PHI	10/23/2019	L	11	5	2	4	0	0	1	2	3	1	1	1	7
Grant Williams	BOS	BOS @ PHI	10/23/2019	L	7	0	0	1	0	0	0	0	1	0	0	0	0
Al Horford	PHI	PHI vs. BOS	10/23/2019	W	31	16	5	13	1	6	5	6	2	3	1	0	6
Tobias Harris	PHI	PHI vs. BOS	10/23/2019	W	38	15	6	11	2	5	1	2	15	4	2	0	16
Kyle O'Quinn	PHI	PHI vs. BOS	10/23/2019	W	4	5	2	2	1	1	0	0	1	0	0	0	-2
Raul Neto	PHI	PHI vs. BOS	10/23/2019	W	1	0	0	0	0	0	0	0	0	0	0	0	-1
Ben Simmons	PHI	PHI vs. BOS	10/23/2019	W	35	24	11	16	0	0	2	5	8	9	0	0	15
Shake Milton	PHI	PHI vs. BOS	10/23/2019	W	1	0	0	0	0	0	0	0	0	1	0	0	-1
Matisse Thybulle	PHI	PHI vs. BOS	10/23/2019	W	22	3	1	5	1	3	0	0	1	1	2	2	5
Cam Reddish	ATL	ATL @ DET	10/24/2019	W	21	1	0	6	0	5	1	2	7	1	1	0	11
Derrick Rose	DET	DET vs. ATL	10/24/2019	L	25	27	11	16	0	1	5	5	1	3	0	0	-8
Langston Galloway	DET	DET vs. ATL	10/24/2019	L	26	8	2	9	2	7	2	2	3	3	1	1	-2
DeAndre' Bembry	ATL	ATL @ DET	10/24/2019	W	24	8	4	5	0	1	0	0	2	3	2	0	11
Jabari Parker	ATL	ATL @ DET	10/24/2019	W	23	18	8	11	1	2	1	1	1	0	0	0	10
Luke Kennard	DET	DET vs. ATL	10/24/2019	L	31	13	3	12	3	9	4	4	4	3	1	0	-3
Alex Len	ATL	ATL @ DET	10/24/2019	W	24	4	1	5	0	2	2	2	6	1	2	1	1
De'Andre Hunter	ATL	ATL @ DET	10/24/2019	W	25	14	5	8	2	3	2	2	2	0	0	0	12
Tony Snell	DET	DET vs. ATL	10/24/2019	L	34	9	3	8	3	7	0	0	2	2	0	1	-17
John Collins	ATL	ATL @ DET	10/24/2019	W	30	18	8	15	1	3	1	1	10	1	2	1	4
Thon Maker	DET	DET vs. ATL	10/24/2019	L	19	1	0	1	0	1	1	2	5	1	0	2	-1
Tim Frazier	DET	DET vs. ATL	10/24/2019	L	10	7	2	5	1	4	2	2	0	1	0	0	-10
Reggie Jackson	DET	DET vs. ATL	10/24/2019	L	15	5	2	8	0	3	1	1	4	3	0	0	-1
Trae Young	ATL	ATL @ DET	10/24/2019	W	37	38	11	21	6	10	10	12	7	9	1	0	17
Kevin Huerter	ATL	ATL @ DET	10/24/2019	W	14	0	0	3	0	2	0	0	4	5	0	0	-5
Bruno Fernando	ATL	ATL @ DET	10/24/2019	W	14	7	3	6	1	1	0	0	3	2	0	0	7
Bruce Brown	DET	DET vs. ATL	10/24/2019	L	17	2	1	3	0	1	0	0	2	0	0	0	-14
Vince Carter	ATL	ATL @ DET	10/24/2019	W	10	0	0	2	0	2	0	0	0	1	0	0	10
Evan Turner	ATL	ATL @ DET	10/24/2019	W	17	9	4	4	0	0	1	1	0	4	1	0	7
Markieff Morris	DET	DET vs. ATL	10/24/2019	L	26	7	3	11	1	4	0	0	6	2	0	0	-14
Andre Drummond	DET	DET vs. ATL	10/24/2019	L	37	21	8	12	0	0	5	6	12	2	4	1	-15
Ben McLemore	HOU	HOU vs. MIL	10/24/2019	L	15	6	2	5	2	5	0	0	0	1	0	0	-5
Giannis Antetokounmpo	MIL	MIL @ HOU	10/24/2019	W	28	30	11	17	2	5	6	11	13	11	1	1	8
Kyle Korver	MIL	MIL @ HOU	10/24/2019	W	15	5	2	4	1	3	0	0	6	1	1	0	8
Thabo Sefolosha	HOU	HOU vs. MIL	10/24/2019	L	10	0	0	1	0	1	0	0	5	0	0	0	-3
Ersan Ilyasova	MIL	MIL @ HOU	10/24/2019	W	20	13	6	8	1	2	0	1	11	0	0	1	2
Eric Gordon	HOU	HOU vs. MIL	10/24/2019	L	28	11	4	19	3	12	0	1	1	0	0	0	-22
George Hill	MIL	MIL @ HOU	10/24/2019	W	31	8	3	7	2	4	0	0	0	7	2	0	16
Tyson Chandler	HOU	HOU vs. MIL	10/24/2019	L	11	10	5	6	0	0	0	1	5	0	0	0	-1
James Harden	HOU	HOU vs. MIL	10/24/2019	L	36	19	2	13	1	8	14	14	7	14	1	1	-3
Austin Rivers	HOU	HOU vs. MIL	10/24/2019	L	12	3	0	3	0	3	3	4	2	0	0	0	-3
Clint Capela	HOU	HOU vs. MIL	10/24/2019	L	31	13	5	10	0	0	3	6	12	0	1	3	2
Danuel House Jr.	HOU	HOU vs. MIL	10/24/2019	L	26	8	2	6	2	4	2	2	2	3	1	1	10
Brook Lopez	MIL	MIL @ HOU	10/24/2019	W	27	11	4	9	1	3	2	2	2	3	0	5	5
Robin Lopez	MIL	MIL @ HOU	10/24/2019	W	17	2	1	3	0	2	0	3	2	1	0	0	-4
Wesley Matthews	MIL	MIL @ HOU	10/24/2019	W	30	14	6	12	2	8	0	0	4	1	2	1	4
Eric Bledsoe	MIL	MIL @ HOU	10/24/2019	W	16	11	4	12	2	4	1	1	1	2	0	0	-6
Pat Connaughton	MIL	MIL @ HOU	10/24/2019	W	17	10	4	8	2	5	0	0	4	2	0	1	-6
Sterling Brown	MIL	MIL @ HOU	10/24/2019	W	6	2	1	3	0	1	0	0	2	0	0	0	1
Russell Westbrook	HOU	HOU vs. MIL	10/24/2019	L	33	24	7	17	3	7	7	11	16	7	2	1	0
Khris Middleton	MIL	MIL @ HOU	10/24/2019	W	33	11	4	16	3	9	0	0	8	3	1	1	2
P.J. Tucker	HOU	HOU vs. MIL	10/24/2019	L	38	17	6	10	5	8	0	0	7	0	1	0	-5
Kevon Looney	GSW	GSW vs. LAC	10/24/2019	L	10	3	1	4	1	1	0	0	9	1	0	0	-4
Jacob Evans	GSW	GSW vs. LAC	10/24/2019	L	22	14	5	9	4	6	0	0	4	1	0	0	3
Glenn Robinson III	GSW	GSW vs. LAC	10/24/2019	L	30	13	5	10	1	4	2	2	5	2	0	0	-22
Omari Spellman	GSW	GSW vs. LAC	10/24/2019	L	11	8	2	6	1	2	3	3	5	0	1	0	-4
Damion Lee	GSW	GSW vs. LAC	10/24/2019	L	4	3	0	0	0	0	3	3	1	1	0	0	3
Eric Paschall	GSW	GSW vs. LAC	10/24/2019	L	31	14	6	13	0	1	2	3	4	3	2	0	5
D'Angelo Russell	GSW	GSW vs. LAC	10/24/2019	L	33	20	6	16	4	8	4	4	0	8	0	0	-35
Montrezl Harrell	LAC	LAC @ GSW	10/24/2019	W	25	18	8	9	0	0	2	5	6	3	0	0	1
JaMychal Green	LAC	LAC @ GSW	10/24/2019	W	16	9	3	4	3	4	0	1	1	0	0	0	-8
Stephen Curry	GSW	GSW vs. LAC	10/24/2019	L	30	23	8	20	2	11	5	5	4	4	1	0	-19
Marquese Chriss	GSW	GSW vs. LAC	10/24/2019	L	14	8	1	2	0	0	6	6	4	1	1	0	0
Ky Bowman	GSW	GSW vs. LAC	10/24/2019	L	4	0	0	0	0	0	0	0	0	1	0	0	3
Jordan Poole	GSW	GSW vs. LAC	10/24/2019	L	21	5	2	13	1	7	0	0	2	2	1	0	10
Patrick Patterson	LAC	LAC @ GSW	10/24/2019	W	28	20	7	13	6	10	0	0	3	1	0	0	30
Kawhi Leonard	LAC	LAC @ GSW	10/24/2019	W	21	21	9	17	1	3	2	4	5	9	0	0	27
Ivica Zubac	LAC	LAC @ GSW	10/24/2019	W	18	16	4	5	0	0	8	9	10	1	0	2	22
Johnathan Motley	LAC	LAC @ GSW	10/24/2019	W	4	3	1	1	1	1	0	0	1	2	0	0	-3
Landry Shamet	LAC	LAC @ GSW	10/24/2019	W	34	11	4	5	3	4	0	0	0	3	0	1	15
Terance Mann	LAC	LAC @ GSW	10/24/2019	W	4	0	0	0	0	0	0	0	1	0	0	0	-3
Mfiondu Kabengele	LAC	LAC @ GSW	10/24/2019	W	4	3	1	1	1	1	0	0	1	0	0	1	-3
Jerome Robinson	LAC	LAC @ GSW	10/24/2019	W	4	3	1	3	1	1	0	0	2	0	0	0	-3
Lou Williams	LAC	LAC @ GSW	10/24/2019	W	29	22	5	11	1	3	11	11	3	8	1	0	-2
Patrick Beverley	LAC	LAC @ GSW	10/24/2019	W	28	5	2	4	1	3	0	0	4	3	5	0	20
Maurice Harkless	LAC	LAC @ GSW	10/24/2019	W	24	10	5	7	0	2	0	0	2	3	1	1	2
Draymond Green	GSW	GSW vs. LAC	10/24/2019	L	28	11	3	6	1	2	4	4	4	3	1	0	-35
JJ Redick	NOP	NOP vs. DAL	10/25/2019	L	22	3	1	3	1	2	0	0	0	2	0	0	-2
Jrue Holiday	NOP	NOP vs. DAL	10/25/2019	L	33	8	2	11	0	3	4	4	4	8	2	0	-14
Derrick Favors	NOP	NOP vs. DAL	10/25/2019	L	22	16	8	10	0	0	0	0	7	2	0	0	-2
Jahlil Okafor	NOP	NOP vs. DAL	10/25/2019	L	7	4	2	3	0	0	0	0	3	0	0	0	-2
Brandon Ingram	NOP	NOP vs. DAL	10/25/2019	L	31	25	10	20	4	7	1	1	8	3	0	3	-11
Lonzo Ball	NOP	NOP vs. DAL	10/25/2019	L	33	15	6	16	3	12	0	2	8	5	2	0	-14
Courtney Lee	DAL	DAL @ NOP	10/25/2019	W	6	2	1	2	0	0	0	0	0	0	0	0	-9
Tim Hardaway Jr.	DAL	DAL @ NOP	10/25/2019	W	22	8	2	8	2	7	2	2	1	2	0	0	0
Kristaps Porzingis	DAL	DAL @ NOP	10/25/2019	W	29	24	8	17	3	5	5	8	4	3	0	5	-3
Delon Wright	DAL	DAL @ NOP	10/25/2019	W	32	20	8	12	0	1	4	4	7	3	5	0	11
Justin Jackson	DAL	DAL @ NOP	10/25/2019	W	13	7	2	5	1	2	2	2	1	0	0	0	-3
Maxi Kleber	DAL	DAL @ NOP	10/25/2019	W	33	8	2	6	1	5	3	4	10	1	0	1	9
Jalen Brunson	DAL	DAL @ NOP	10/25/2019	W	29	14	6	11	2	5	0	0	8	2	0	0	4
Luka Doncic	DAL	DAL @ NOP	10/25/2019	W	38	25	10	19	3	9	2	2	10	10	2	0	12
Seth Curry	DAL	DAL @ NOP	10/25/2019	W	17	8	3	5	2	2	0	0	2	0	0	1	9
Dorian Finney-Smith	DAL	DAL @ NOP	10/25/2019	W	22	7	3	8	0	4	1	4	6	2	1	0	5
Frank Jackson	NOP	NOP vs. DAL	10/25/2019	L	15	10	4	9	2	3	0	0	0	2	0	0	7
Josh Hart	NOP	NOP vs. DAL	10/25/2019	L	26	16	5	9	1	5	5	6	9	0	2	0	-5
Kenrich Williams	NOP	NOP vs. DAL	10/25/2019	L	21	9	3	5	2	3	1	2	6	1	0	0	-3
Nickeil Alexander-Walker	NOP	NOP vs. DAL	10/25/2019	L	15	6	2	9	2	5	0	0	1	6	0	0	7
Nicolo Melli	NOP	NOP vs. DAL	10/25/2019	L	14	4	2	3	0	1	0	0	2	1	0	0	4
Thaddeus Young	CHI	CHI @ MEM	10/25/2019	W	21	7	3	7	1	4	0	0	1	3	1	0	6
Tomas Satoransky	CHI	CHI @ MEM	10/25/2019	W	22	9	2	7	0	2	5	5	3	2	4	1	8
Shaquille Harrison	CHI	CHI @ MEM	10/25/2019	W	4	3	1	1	0	0	1	2	1	0	0	0	-6
Lauri Markkanen	CHI	CHI @ MEM	10/25/2019	W	32	9	4	15	1	10	0	0	11	3	0	1	7
Wendell Carter Jr.	CHI	CHI @ MEM	10/25/2019	W	27	7	2	4	0	1	3	4	7	0	2	1	16
Jonas Valanciunas	MEM	MEM vs. CHI	10/25/2019	L	18	10	4	10	0	0	2	2	13	0	0	0	2
Jae Crowder	MEM	MEM vs. CHI	10/25/2019	L	31	13	5	13	3	10	0	0	9	3	0	0	-10
Dillon Brooks	MEM	MEM vs. CHI	10/25/2019	L	30	6	2	12	2	4	0	0	3	1	2	1	0
Ja Morant	MEM	MEM vs. CHI	10/25/2019	L	28	10	3	9	1	1	3	4	3	5	3	0	-2
Brandon Clarke	MEM	MEM vs. CHI	10/25/2019	L	25	14	7	9	0	1	0	0	5	1	1	3	-13
Otto Porter Jr.	CHI	CHI @ MEM	10/25/2019	W	21	4	1	6	1	4	1	1	3	0	1	0	-12
Kyle Anderson	MEM	MEM vs. CHI	10/25/2019	L	20	9	4	6	1	1	0	2	5	5	1	1	3
Tyus Jones	MEM	MEM vs. CHI	10/25/2019	L	20	4	1	5	0	3	2	2	3	3	0	0	-6
Kris Dunn	CHI	CHI @ MEM	10/25/2019	W	26	6	3	9	0	2	0	0	2	4	3	2	0
Ryan Arcidiacono	CHI	CHI @ MEM	10/25/2019	W	15	0	0	1	0	0	0	0	3	0	0	0	-2
Luke Kornet	CHI	CHI @ MEM	10/25/2019	W	9	3	1	4	1	3	0	0	2	0	0	1	-4
Grayson Allen	MEM	MEM vs. CHI	10/25/2019	L	18	6	1	5	1	3	3	4	1	3	0	0	-3
Jaren Jackson Jr.	MEM	MEM vs. CHI	10/25/2019	L	32	23	9	17	1	3	4	6	11	2	1	1	-8
Coby White	CHI	CHI @ MEM	10/25/2019	W	30	25	10	16	4	8	1	2	6	2	0	0	15
Marko Guduric	MEM	MEM vs. CHI	10/25/2019	L	17	7	3	8	1	3	0	0	3	1	0	0	-3
Zach LaVine	CHI	CHI @ MEM	10/25/2019	W	33	37	13	23	4	8	7	10	6	4	3	1	12
Garrison Mathews	WAS	WAS @ OKC	10/25/2019	W	13	0	0	2	0	2	0	0	1	1	0	0	5
Admiral Schofield	WAS	WAS @ OKC	10/25/2019	W	10	7	2	2	1	1	2	2	5	0	0	0	3
Darius Bazley	OKC	OKC vs. WAS	10/25/2019	L	15	5	2	3	0	0	1	2	2	0	1	0	-8
Chris Chiozza	WAS	WAS @ OKC	10/25/2019	W	15	0	0	4	0	1	0	0	1	4	1	1	5
Moritz Wagner	WAS	WAS @ OKC	10/25/2019	W	17	10	4	7	1	2	1	2	7	0	0	1	9
Hamidou Diallo	OKC	OKC vs. WAS	10/25/2019	L	18	7	3	7	0	1	1	1	5	0	1	0	-3
Abdel Nader	OKC	OKC vs. WAS	10/25/2019	L	12	2	1	4	0	2	0	0	1	0	0	0	-11
Mike Muscala	OKC	OKC vs. WAS	10/25/2019	L	12	3	1	4	1	4	0	0	3	0	0	0	-1
Dennis Schroder	OKC	OKC vs. WAS	10/25/2019	L	25	9	4	14	0	3	1	2	4	3	1	1	-13
Davis Bertans	WAS	WAS @ OKC	10/25/2019	W	27	13	5	12	3	9	0	0	3	2	1	0	16
Isaac Bonga	WAS	WAS @ OKC	10/25/2019	W	24	6	2	4	0	1	2	2	6	2	2	0	-1
Chris Paul	OKC	OKC vs. WAS	10/25/2019	L	30	6	3	9	0	2	0	3	2	4	0	0	-7
Danilo Gallinari	OKC	OKC vs. WAS	10/25/2019	L	30	18	6	10	2	3	4	4	5	2	1	0	0
Nerlens Noel	OKC	OKC vs. WAS	10/25/2019	L	7	0	0	1	0	0	0	0	1	1	0	0	-9
Steven Adams	OKC	OKC vs. WAS	10/25/2019	L	29	7	3	9	0	0	1	2	14	0	1	1	-2
Terrance Ferguson	OKC	OKC vs. WAS	10/25/2019	L	22	0	0	4	0	3	0	0	4	0	0	1	1
Shai Gilgeous-Alexander	OKC	OKC vs. WAS	10/25/2019	L	36	28	10	17	2	4	6	8	7	4	2	3	-1
Deonte Burton	OKC	OKC vs. WAS	10/25/2019	L	4	0	0	1	0	1	0	0	1	0	0	0	-6
Ish Smith	WAS	WAS @ OKC	10/25/2019	W	33	4	2	8	0	3	0	0	2	5	1	0	7
Bradley Beal	WAS	WAS @ OKC	10/25/2019	W	35	17	7	22	3	11	0	1	6	3	1	1	3
Thomas Bryant	WAS	WAS @ OKC	10/25/2019	W	31	21	9	16	3	7	0	0	11	2	2	3	3
Rui Hachimura	WAS	WAS @ OKC	10/25/2019	W	35	19	8	20	0	4	3	3	5	2	1	0	10
Jake Layman	MIN	MIN @ CHA	10/25/2019	W	25	12	4	13	4	9	0	0	1	0	0	1	21
Bismack Biyombo	CHA	CHA vs. MIN	10/25/2019	L	18	8	3	4	0	0	2	6	4	2	0	1	-4
Willy Hernangomez	CHA	CHA vs. MIN	10/25/2019	L	20	6	3	6	0	0	0	0	6	0	1	1	-7
Dwayne Bacon	CHA	CHA vs. MIN	10/25/2019	L	21	8	4	11	0	1	0	3	4	2	0	0	-4
Malik Monk	CHA	CHA vs. MIN	10/25/2019	L	20	0	0	3	0	2	0	0	1	3	0	0	-31
Michael Kidd-Gilchrist	CHA	CHA vs. MIN	10/25/2019	L	10	5	2	7	1	1	0	0	4	0	0	0	-1
Kelan Martin	MIN	MIN @ CHA	10/25/2019	W	5	0	0	3	0	1	0	0	1	0	0	0	-3
Josh Okogie	MIN	MIN @ CHA	10/25/2019	W	26	14	5	6	1	1	3	3	4	3	1	0	28
Karl-Anthony Towns	MIN	MIN @ CHA	10/25/2019	W	28	37	13	18	4	7	7	13	15	8	4	2	25
Miles Bridges	CHA	CHA vs. MIN	10/25/2019	L	27	17	5	8	3	6	4	6	2	1	0	0	-15
Robert Covington	MIN	MIN @ CHA	10/25/2019	W	18	8	4	10	0	4	0	0	4	1	1	0	4
Gorgui Dieng	MIN	MIN @ CHA	10/25/2019	W	6	2	1	3	0	2	0	0	2	0	0	0	-3
Jeff Teague	MIN	MIN @ CHA	10/25/2019	W	22	4	1	4	0	2	2	3	2	5	2	0	7
Cody Martin	CHA	CHA vs. MIN	10/25/2019	L	17	4	1	4	0	2	2	2	4	1	2	0	-3
Devonte' Graham	CHA	CHA vs. MIN	10/25/2019	L	28	24	8	15	6	9	2	4	2	4	0	0	-26
Andrew Wiggins	MIN	MIN @ CHA	10/25/2019	W	33	16	6	13	0	3	4	5	4	2	1	1	19
Caleb Martin	CHA	CHA vs. MIN	10/25/2019	L	18	4	2	8	0	2	0	1	2	3	1	2	-6
Jalen McDaniels	CHA	CHA vs. MIN	10/25/2019	L	3	2	1	2	0	0	0	0	1	0	0	0	0
Jordan Bell	MIN	MIN @ CHA	10/25/2019	W	5	4	2	2	0	0	0	0	5	0	0	0	-3
Treveon Graham	MIN	MIN @ CHA	10/25/2019	W	23	12	4	8	2	3	2	2	2	0	0	0	-7
Terry Rozier	CHA	CHA vs. MIN	10/25/2019	L	18	11	4	6	1	1	2	2	1	10	1	0	1
Shabazz Napier	MIN	MIN @ CHA	10/25/2019	W	21	5	1	6	1	5	2	2	6	9	1	2	18
Noah Vonleh	MIN	MIN @ CHA	10/25/2019	W	14	7	2	2	0	0	3	3	5	1	0	0	0
Marvin Williams	CHA	CHA vs. MIN	10/25/2019	L	12	0	0	2	0	1	0	0	1	0	0	0	-21
P.J. Washington	CHA	CHA vs. MIN	10/25/2019	L	29	10	4	8	1	4	1	2	10	0	1	1	7
Jarrett Culver	MIN	MIN @ CHA	10/25/2019	W	14	0	0	3	0	1	0	0	1	1	1	0	4
Nemanja Bjelica	SAC	SAC vs. POR	10/25/2019	L	28	9	3	5	1	2	2	2	7	1	1	0	0
Cory Joseph	SAC	SAC vs. POR	10/25/2019	L	14	5	1	3	1	2	2	2	4	2	0	0	1
Harrison Barnes	SAC	SAC vs. POR	10/25/2019	L	33	13	5	10	2	3	1	1	5	1	1	0	-14
CJ McCollum	POR	POR @ SAC	10/25/2019	W	34	19	8	18	1	4	2	2	2	3	1	0	5
Bogdan Bogdanovic	SAC	SAC vs. POR	10/25/2019	L	29	16	5	11	4	6	2	3	1	3	3	0	-16
Mario Hezonja	POR	POR @ SAC	10/25/2019	W	18	5	2	3	0	1	1	2	4	0	1	0	-6
Anfernee Simons	POR	POR @ SAC	10/25/2019	W	21	15	6	9	3	6	0	0	2	0	1	0	-3
De'Aaron Fox	SAC	SAC vs. POR	10/25/2019	L	34	28	7	18	3	5	11	14	6	5	0	0	-16
Zach Collins	POR	POR @ SAC	10/25/2019	W	32	9	2	5	1	2	4	4	4	5	0	0	7
Kent Bazemore	POR	POR @ SAC	10/25/2019	W	24	9	4	7	1	3	0	0	8	5	0	2	17
Caleb Swanigan	SAC	SAC vs. POR	10/25/2019	L	3	0	0	0	0	0	0	0	0	0	1	0	6
Wenyen Gabriel	SAC	SAC vs. POR	10/25/2019	L	3	0	0	1	0	1	0	0	0	0	1	0	6
Anthony Tolliver	POR	POR @ SAC	10/25/2019	W	11	0	0	3	0	3	0	0	2	1	0	0	-6
Hassan Whiteside	POR	POR @ SAC	10/25/2019	W	26	22	9	10	0	0	4	6	9	3	1	1	23
Damian Lillard	POR	POR @ SAC	10/25/2019	W	34	35	12	20	3	7	8	8	5	5	3	0	23
Rodney Hood	POR	POR @ SAC	10/25/2019	W	30	8	3	8	2	4	0	0	4	1	1	1	9
Skal Labissiere	POR	POR @ SAC	10/25/2019	W	6	0	0	1	0	0	0	0	0	0	0	1	-7
Gary Trent Jr.	POR	POR @ SAC	10/25/2019	W	2	0	0	0	0	0	0	0	0	0	0	0	-6
Nassir Little	POR	POR @ SAC	10/25/2019	W	2	0	0	1	0	0	0	0	0	0	0	0	-6
Dewayne Dedmon	SAC	SAC vs. POR	10/25/2019	L	21	6	3	9	0	4	0	0	8	0	1	0	-9
Richaun Holmes	SAC	SAC vs. POR	10/25/2019	L	17	10	4	6	0	0	2	2	6	0	0	2	0
Buddy Hield	SAC	SAC vs. POR	10/25/2019	L	32	21	7	18	4	11	3	3	5	1	0	0	-8
Yogi Ferrell	SAC	SAC vs. POR	10/25/2019	L	3	2	1	1	0	0	0	0	0	2	1	0	6
Justin James	SAC	SAC vs. POR	10/25/2019	L	3	2	1	1	0	0	0	0	0	0	0	0	6
Trevor Ariza	SAC	SAC vs. POR	10/25/2019	L	21	0	0	4	0	3	0	0	1	2	1	0	-12
Jerami Grant	DEN	DEN vs. PHX	10/25/2019	W	31	13	5	11	1	5	2	3	5	0	0	0	-5
Nikola Jokic	DEN	DEN vs. PHX	10/25/2019	W	41	23	8	18	0	2	7	9	14	12	1	2	8
Paul Millsap	DEN	DEN vs. PHX	10/25/2019	W	22	8	3	6	0	2	2	2	2	2	1	1	5
Aron Baynes	PHX	PHX @ DEN	10/25/2019	L	29	15	6	10	1	3	2	2	7	3	0	0	3
Kelly Oubre Jr.	PHX	PHX @ DEN	10/25/2019	L	37	23	7	12	3	5	6	6	8	2	2	0	-11
Devin Booker	PHX	PHX @ DEN	10/25/2019	L	41	18	6	21	1	8	5	6	5	7	0	1	0
Jamal Murray	DEN	DEN vs. PHX	10/25/2019	W	41	27	8	19	2	5	9	11	7	3	1	1	3
Malik Beasley	DEN	DEN vs. PHX	10/25/2019	W	29	17	7	11	2	4	1	1	4	1	1	0	-8
Frank Kaminsky	PHX	PHX @ DEN	10/25/2019	L	33	19	4	12	0	3	11	11	11	1	0	0	5
Ricky Rubio	PHX	PHX @ DEN	10/25/2019	L	36	9	1	7	0	1	7	7	8	9	3	0	-1
Jevon Carter	PHX	PHX @ DEN	10/25/2019	L	18	6	2	4	2	3	0	0	2	1	0	0	0
Mikal Bridges	PHX	PHX @ DEN	10/25/2019	L	13	2	1	2	0	0	0	0	4	0	0	0	6
Cheick Diallo	PHX	PHX @ DEN	10/25/2019	L	2	0	0	0	0	0	0	0	0	0	0	0	3
Tyler Johnson	PHX	PHX @ DEN	10/25/2019	L	25	9	4	7	1	2	0	0	1	0	0	0	-4
Dario Saric	PHX	PHX @ DEN	10/25/2019	L	31	6	3	11	0	3	0	0	8	2	0	0	-6
Gary Harris	DEN	DEN vs. PHX	10/25/2019	W	34	13	4	9	1	2	4	5	3	0	2	0	7
Torrey Craig	DEN	DEN vs. PHX	10/25/2019	W	23	0	0	4	0	3	0	0	5	0	0	4	-13
Monte Morris	DEN	DEN vs. PHX	10/25/2019	W	12	0	0	6	0	0	0	0	0	2	0	0	-2
Mason Plumlee	DEN	DEN vs. PHX	10/25/2019	W	12	2	0	2	0	0	2	3	5	1	0	1	-3
Will Barton	DEN	DEN vs. PHX	10/25/2019	W	21	5	1	6	1	4	2	2	0	0	1	3	13
Robert Williams III	BOS	BOS vs. TOR	10/25/2019	W	15	6	3	3	0	0	0	0	6	1	2	1	-3
Javonte Green	BOS	BOS vs. TOR	10/25/2019	W	0	0	0	0	0	0	0	0	0	0	0	0	0
Marc Gasol	TOR	TOR @ BOS	10/25/2019	L	25	1	0	8	0	4	1	2	5	5	0	0	3
Stanley Johnson	TOR	TOR @ BOS	10/25/2019	L	5	3	1	2	1	2	0	0	2	0	0	0	-1
Fred VanVleet	TOR	TOR @ BOS	10/25/2019	L	42	8	2	11	2	5	2	2	5	6	1	1	-8
OG Anunoby	TOR	TOR @ BOS	10/25/2019	L	38	9	4	5	1	2	0	0	8	0	0	1	-4
